Medicare Advantage Monthly Capitation Rates for 2021 for All PACE Plans,,,,
"Note: 
1. ESRD rates are for dialysis only and are shown after the deduction of the user fee of $5.25.",,,,
Code,State,County Name,Parts A&B 2021 Rate,Parts A&B ESRD 2021 Rate
45782,TEXAS,MADISON,"1,198.07","8,100.51"
45783,TEXAS,MARION,"1,169.35","8,100.51"
45784,TEXAS,MARTIN,"1,349.72","8,100.51"
45785,TEXAS,MASON,"1,126.18","8,100.51"
45790,TEXAS,MATAGORDA,"1,236.66","8,100.51"
45791,TEXAS,MAVERICK,"1,095.96","8,100.51"
45792,TEXAS,MEDINA,"1,419.75","8,100.51"
45793,TEXAS,MENARD,"1,122.05","8,100.51"
45794,TEXAS,MIDLAND,"1,147.71","8,100.51"
45795,TEXAS,MILAM,"1,617.24","8,100.51"
45796,TEXAS,MILLS,"1,384.58","8,100.51"
45797,TEXAS,MITCHELL,"1,246.38","8,100.51"
45800,TEXAS,MONTAGUE,"1,251.02","8,100.51"
45801,TEXAS,MONTGOMERY,"1,416.96","8,100.51"
45802,TEXAS,MOORE,"1,036.68","8,100.51"
45803,TEXAS,MORRIS,"1,261.40","8,100.51"
45804,TEXAS,MOTLEY,"1,218.42","8,100.51"
45810,TEXAS,NACOGDOCHES,"1,173.56","8,100.51"
45820,TEXAS,NAVARRO,"1,079.05","8,100.51"
45821,TEXAS,NEWTON,"1,142.30","8,100.51"
45822,TEXAS,NOLAN,"1,154.50","8,100.51"
45830,TEXAS,NUECES,"1,364.48","8,100.51"
45831,TEXAS,OCHILTREE,"1,164.66","8,100.51"
45832,TEXAS,OLDHAM,"1,084.27","8,100.51"
45840,TEXAS,ORANGE,"1,398.03","8,100.51"
45841,TEXAS,PALO PINTO,"1,156.90","8,100.51"
45842,TEXAS,PANOLA,"1,259.13","8,100.51"
45843,TEXAS,PARKER,"1,147.28","8,100.51"
45844,TEXAS,PARMER,"1,250.43","8,100.51"
45845,TEXAS,PECOS,"1,189.58","8,100.51"
45850,TEXAS,POLK,"1,140.60","8,100.51"
45860,TEXAS,POTTER,"1,065.84","8,100.51"
45861,TEXAS,PRESIDIO,985.93,"8,100.51"
45870,TEXAS,RAINS,"1,338.86","8,100.51"
45871,TEXAS,RANDALL,"1,131.36","8,100.51"
45872,TEXAS,REAGAN,"1,267.79","8,100.51"
45873,TEXAS,REAL,"1,035.06","8,100.51"
45874,TEXAS,RED RIVER,"1,395.94","8,100.51"
45875,TEXAS,REEVES,"1,203.80","8,100.51"
45876,TEXAS,REFUGIO,"1,267.38","8,100.51"
45877,TEXAS,ROBERTS,"1,428.27","8,100.51"
45878,TEXAS,ROBERTSON,"1,182.55","8,100.51"
45879,TEXAS,ROCKWALL,"1,371.95","8,100.51"
45880,TEXAS,RUNNELS,"1,169.99","8,100.51"
45881,TEXAS,RUSK,"1,196.28","8,100.51"
45882,TEXAS,SABINE,"1,175.09","8,100.51"
45883,TEXAS,SAN AUGUSTINE,"1,091.44","8,100.51"
45884,TEXAS,SAN JACINTO,"1,387.20","8,100.51"
45885,TEXAS,SAN PATRICIO,"1,377.35","8,100.51"
45886,TEXAS,SAN SABA,"1,224.29","8,100.51"
45887,TEXAS,SCHLEICHER,"1,424.90","8,100.51"
45888,TEXAS,SCURRY,"1,063.66","8,100.51"
45889,TEXAS,SHACKELFORD,"1,245.50","8,100.51"
45890,TEXAS,SHELBY,"1,233.23","8,100.51"
45891,TEXAS,SHERMAN,"1,079.87","8,100.51"
45892,TEXAS,SMITH,"1,182.47","8,100.51"
45893,TEXAS,SOMERVELL,"1,213.61","8,100.51"
45900,TEXAS,STARR,"1,244.43","8,100.51"
45901,TEXAS,STEPHENS,"1,157.89","8,100.51"
45902,TEXAS,STERLING,"1,027.32","8,100.51"
45903,TEXAS,STONEWALL,"1,348.28","8,100.51"
45904,TEXAS,SUTTON,"1,207.02","8,100.51"
45905,TEXAS,SWISHER,"1,254.83","8,100.51"
45910,TEXAS,TARRANT,"1,204.98","8,100.51"
45911,TEXAS,TAYLOR,971.71,"8,100.51"
45912,TEXAS,TERRELL,"1,175.92","8,100.51"
45913,TEXAS,TERRY,"1,254.04","8,100.51"
45920,TEXAS,THROCKMORTON,"1,563.76","8,100.51"
45921,TEXAS,TITUS,"1,429.01","8,100.51"
45930,TEXAS,TOM GREEN,985.93,"8,100.51"
45940,TEXAS,TRAVIS,"1,089.65","8,100.51"
45941,TEXAS,TRINITY,"1,242.62","8,100.51"
45942,TEXAS,TYLER,"1,175.94","8,100.51"
45943,TEXAS,UPSHUR,"1,205.10","8,100.51"
45944,TEXAS,UPTON,"1,557.91","8,100.51"
45945,TEXAS,UVALDE,"1,067.74","8,100.51"
45946,TEXAS,VAL VERDE,985.93,"8,100.51"
45947,TEXAS,VAN ZANDT,"1,211.35","8,100.51"
45948,TEXAS,VICTORIA,"1,101.00","8,100.51"
45949,TEXAS,WALKER,"1,188.24","8,100.51"
45950,TEXAS,WALLER,"1,235.51","8,100.51"
45951,TEXAS,WARD,"1,229.39","8,100.51"
45952,TEXAS,WASHINGTON,"1,017.16","8,100.51"
45953,TEXAS,WEBB,"1,104.57","8,100.51"
45954,TEXAS,WHARTON,"1,224.67","8,100.51"
45955,TEXAS,WHEELER,"1,559.79","8,100.51"
45960,TEXAS,WICHITA,"1,061.19","8,100.51"
45961,TEXAS,WILBARGER,"1,125.48","8,100.51"
45962,TEXAS,WILLACY,"1,072.34","8,100.51"
45970,TEXAS,WILLIAMSON,"1,141.73","8,100.51"
45971,TEXAS,WILSON,"1,267.88","8,100.51"
45972,TEXAS,WINKLER,"1,425.97","8,100.51"
45973,TEXAS,WISE,"1,177.57","8,100.51"
45974,TEXAS,WOOD,"1,241.65","8,100.51"
45980,TEXAS,YOAKUM,"1,417.40","8,100.51"
45981,TEXAS,YOUNG,"1,186.73","8,100.51"
45982,TEXAS,ZAPATA,"1,310.67","8,100.51"
45983,TEXAS,ZAVALA,"1,263.65","8,100.51"
46000,UTAH,BEAVER,"1,149.96","7,426.58"
46010,UTAH,BOX ELDER,985.93,"7,426.58"
46020,UTAH,CACHE,985.93,"7,426.58"
46030,UTAH,CARBON,985.93,"7,426.58"
46040,UTAH,DAGGETT,"1,222.10","7,426.58"
46050,UTAH,DAVIS,"1,089.65","7,426.58"
46060,UTAH,DUCHESNE,943.89,"7,426.58"
46070,UTAH,EMERY,972.15,"7,426.58"
46080,UTAH,GARFIELD,"1,061.65","7,426.58"
46090,UTAH,GRAND,"1,042.13","7,426.58"
46100,UTAH,IRON,985.93,"7,426.58"
46110,UTAH,JUAB,"1,131.09","7,426.58"
46120,UTAH,KANE,"1,099.71","7,426.58"
46130,UTAH,MILLARD,"1,026.94","7,426.58"
46140,UTAH,MORGAN,"1,089.65","7,426.58"
46150,UTAH,PIUTE,985.93,"7,426.58"
46160,UTAH,RICH,963.26,"7,426.58"
46170,UTAH,SALT LAKE,"1,089.65","7,426.58"
46180,UTAH,SAN JUAN,"1,103.52","7,426.58"
46190,UTAH,SANPETE,982.44,"7,426.58"
46200,UTAH,SEVIER,985.93,"7,426.58"
46210,UTAH,SUMMIT,"1,089.65","7,426.58"
46220,UTAH,TOOELE,"1,089.65","7,426.58"
46230,UTAH,UINTAH,985.93,"7,426.58"
46240,UTAH,UTAH,"1,089.65","7,426.58"
46250,UTAH,WASATCH,965.31,"7,426.58"
46260,UTAH,WASHINGTON,"1,008.54","7,426.58"
46270,UTAH,WAYNE,985.93,"7,426.58"
46280,UTAH,WEBER,"1,089.65","7,426.58"
47000,VERMONT,ADDISON,985.93,"7,494.71"
47010,VERMONT,BENNINGTON,985.93,"7,494.71"
47020,VERMONT,CALEDONIA,"1,054.63","7,494.71"
47030,VERMONT,CHITTENDEN,985.93,"7,494.71"
47040,VERMONT,ESSEX,"1,021.60","7,494.71"
47050,VERMONT,FRANKLIN,985.93,"7,494.71"
47060,VERMONT,GRAND ISLE,985.93,"7,494.71"
47070,VERMONT,LAMOILLE,985.93,"7,494.71"
47080,VERMONT,ORANGE,"1,078.81","7,494.71"
47090,VERMONT,ORLEANS,985.93,"7,494.71"
47100,VERMONT,RUTLAND,"1,027.84","7,494.71"
47110,VERMONT,WASHINGTON,985.93,"7,494.71"
47120,VERMONT,WINDHAM,"1,030.33","7,494.71"
47130,VERMONT,WINDSOR,"1,113.74","7,494.71"
48010,VIRGIN ISLANDS,ST. CROIX,723.48,"7,245.67"
48020,VIRGIN ISLANDS,ST. JOHN,883.52,"7,245.67"
49000,VIRGINIA,ACCOMACK,985.93,"7,628.69"
49010,VIRGINIA,ALBEMARLE,985.93,"7,628.69"
49011,VIRGINIA,ALEXANDRIA CITY,"1,089.65","7,628.69"
49020,VIRGINIA,ALLEGHANY,966.94,"7,628.69"
49030,VIRGINIA,AMELIA,"1,089.65","7,628.69"
49040,VIRGINIA,AMHERST,985.93,"7,628.69"
49050,VIRGINIA,APPOMATTOX,985.93,"7,628.69"
49060,VIRGINIA,ARLINGTON,"1,089.65","7,628.69"
49070,VIRGINIA,AUGUSTA,985.93,"7,628.69"
49080,VIRGINIA,BATH,"1,279.19","7,628.69"
49090,VIRGINIA,BEDFORD,985.93,"7,628.69"
49100,VIRGINIA,BLAND,985.93,"7,628.69"
49110,VIRGINIA,BOTETOURT,"1,089.65","7,628.69"
49111,VIRGINIA,BRISTOL CITY,"1,089.65","7,628.69"
49120,VIRGINIA,BRUNSWICK,985.93,"7,628.69"
49130,VIRGINIA,BUCHANAN,"1,055.68","7,628.69"
49140,VIRGINIA,BUCKINGHAM,985.93,"7,628.69"
49141,VIRGINIA,BUENA VISTA CITY,985.93,"7,628.69"
49150,VIRGINIA,CAMPBELL,985.93,"7,628.69"
49160,VIRGINIA,CAROLINE,"1,089.65","7,628.69"
49170,VIRGINIA,CARROLL,985.93,"7,628.69"
49180,VIRGINIA,CHARLES CITY,"1,089.65","7,628.69"
49190,VIRGINIA,CHARLOTTE,985.93,"7,628.69"
49191,VIRGINIA,CHARLOTTESVILLE CITY,985.93,"7,628.69"
49194,VIRGINIA,CHESAPEAKE CITY,"1,089.65","7,628.69"
49200,VIRGINIA,CHESTERFIELD,"1,089.65","7,628.69"
49210,VIRGINIA,CLARKE,"1,089.65","7,628.69"
49212,VIRGINIA,COLONIAL HEIGHTS CITY,"1,089.65","7,628.69"
49213,VIRGINIA,COVINGTON CITY,985.93,"7,628.69"
49220,VIRGINIA,CRAIG,"1,089.65","7,628.69"
49230,VIRGINIA,CULPEPER,"1,089.65","7,628.69"
49240,VIRGINIA,CUMBERLAND,"1,089.65","7,628.69"
49241,VIRGINIA,DANVILLE CITY,985.93,"7,628.69"
49250,VIRGINIA,DICKENSON,892.01,"7,628.69"
49260,VIRGINIA,DINWIDDIE,"1,089.65","7,628.69"
49270,VIRGINIA,EMPORIA CITY,985.93,"7,628.69"
49280,VIRGINIA,ESSEX,985.93,"7,628.69"
49288,VIRGINIA,FAIRFAX CITY,"1,089.65","7,628.69"
49290,VIRGINIA,FAIRFAX,"1,089.65","7,628.69"
49291,VIRGINIA,FALLS CHURCH CITY,"1,089.65","7,628.69"
49300,VIRGINIA,FAUQUIER,"1,089.65","7,628.69"
49310,VIRGINIA,FLOYD,985.93,"7,628.69"
49320,VIRGINIA,FLUVANNA,985.93,"7,628.69"
49328,VIRGINIA,FRANKLIN CITY,985.93,"7,628.69"
49330,VIRGINIA,FRANKLIN,"1,089.65","7,628.69"
49340,VIRGINIA,FREDERICK,985.93,"7,628.69"
49342,VIRGINIA,FREDERICKSBURG CITY,"1,072.21","7,628.69"
49343,VIRGINIA,GALAX CITY,985.93,"7,628.69"
49350,VIRGINIA,GILES,985.93,"7,628.69"
49360,VIRGINIA,GLOUCESTER,"1,089.65","7,628.69"
49370,VIRGINIA,GOOCHLAND,"1,089.65","7,628.69"
49380,VIRGINIA,GRAYSON,985.93,"7,628.69"
49390,VIRGINIA,GREENE,985.93,"7,628.69"
49400,VIRGINIA,GREENSVILLE,"1,124.15","7,628.69"
49410,VIRGINIA,HALIFAX,985.93,"7,628.69"
49411,VIRGINIA,HAMPTON CITY,"1,089.65","7,628.69"
49420,VIRGINIA,HANOVER,"1,089.65","7,628.69"
49421,VIRGINIA,HARRISONBURG CITY,985.93,"7,628.69"
49430,VIRGINIA,HENRICO,"1,089.65","7,628.69"
49440,VIRGINIA,HENRY,985.93,"7,628.69"
49450,VIRGINIA,HIGHLAND,985.93,"7,628.69"
49451,VIRGINIA,HOPEWELL CITY,"1,089.65","7,628.69"
49460,VIRGINIA,ISLE OF WIGHT,"1,089.65","7,628.69"
49470,VIRGINIA,JAMES CITY,"1,089.65","7,628.69"
49480,VIRGINIA,KING AND QUEEN,"1,089.65","7,628.69"
49490,VIRGINIA,KING GEORGE,"1,089.65","7,628.69"
49500,VIRGINIA,KING WILLIAM,"1,089.65","7,628.69"
49510,VIRGINIA,LANCASTER,985.93,"7,628.69"
49520,VIRGINIA,LEE,"1,051.28","7,628.69"
49522,VIRGINIA,LEXINGTON CITY,985.93,"7,628.69"
49530,VIRGINIA,LOUDOUN,"1,089.65","7,628.69"
49540,VIRGINIA,LOUISA,"1,089.65","7,628.69"
49550,VIRGINIA,LUNENBURG,985.93,"7,628.69"
49551,VIRGINIA,LYNCHBURG CITY,985.93,"7,628.69"
49560,VIRGINIA,MADISON,985.93,"7,628.69"
49561,VIRGINIA,MARTINSVILLE CITY,985.93,"7,628.69"
49563,VIRGINIA,MANASSAS CITY,"1,089.65","7,628.69"
49565,VIRGINIA,MANASSAS PARK CITY,"3,668.82","7,628.69"
49570,VIRGINIA,MATHEWS,"1,089.65","7,628.69"
49580,VIRGINIA,MECKLENBURG,985.93,"7,628.69"
49590,VIRGINIA,MIDDLESEX,985.93,"7,628.69"
49600,VIRGINIA,MONTGOMERY,985.93,"7,628.69"
49620,VIRGINIA,NELSON,985.93,"7,628.69"
49621,VIRGINIA,NEW KENT,"1,089.65","7,628.69"
49622,VIRGINIA,NEWPORT NEWS CITY,"1,089.65","7,628.69"
49641,VIRGINIA,NORFOLK CITY,"1,089.65","7,628.69"
49650,VIRGINIA,NORTHAMPTON,985.93,"7,628.69"
49660,VIRGINIA,NORTHUMBERLAND,985.93,"7,628.69"
49661,VIRGINIA,NORTON CITY,"1,216.98","7,628.69"
49670,VIRGINIA,NOTTOWAY,985.93,"7,628.69"
49680,VIRGINIA,ORANGE,985.93,"7,628.69"
49690,VIRGINIA,PAGE,985.93,"7,628.69"
49700,VIRGINIA,PATRICK,985.93,"7,628.69"
49701,VIRGINIA,PETERSBURG CITY,"1,089.65","7,628.69"
49710,VIRGINIA,PITTSYLVANIA,985.93,"7,628.69"
49711,VIRGINIA,PORTSMOUTH CITY,"1,089.65","7,628.69"
49712,VIRGINIA,POQUOSON CITY,"1,089.65","7,628.69"
49720,VIRGINIA,POWHATAN,"1,089.65","7,628.69"
49730,VIRGINIA,PRINCE EDWARD,985.93,"7,628.69"
49740,VIRGINIA,PRINCE GEORGE,"1,089.65","7,628.69"
49750,VIRGINIA,PRINCE WILLIAM,"1,089.65","7,628.69"
49770,VIRGINIA,PULASKI,985.93,"7,628.69"
49771,VIRGINIA,RADFORD CITY,985.93,"7,628.69"
49780,VIRGINIA,RAPPAHANNOCK,985.93,"7,628.69"
49790,VIRGINIA,RICHMOND,985.93,"7,628.69"
49791,VIRGINIA,RICHMOND CITY,"1,089.65","7,628.69"
49800,VIRGINIA,ROANOKE,"1,089.65","7,628.69"
49801,VIRGINIA,ROANOKE CITY,"1,089.65","7,628.69"
49810,VIRGINIA,ROCKBRIDGE,985.93,"7,628.69"
49820,VIRGINIA,ROCKINGHAM,985.93,"7,628.69"
49830,VIRGINIA,RUSSELL,"1,002.38","7,628.69"
49838,VIRGINIA,SALEM CITY,"1,089.65","7,628.69"
49840,VIRGINIA,SCOTT,"1,089.65","7,628.69"
49850,VIRGINIA,SHENANDOAH,985.93,"7,628.69"
49860,VIRGINIA,SMYTH,985.93,"7,628.69"
49870,VIRGINIA,SOUTHAMPTON,985.93,"7,628.69"
49880,VIRGINIA,SPOTSYLVANIA,"1,089.65","7,628.69"
49890,VIRGINIA,STAFFORD,"1,089.65","7,628.69"
49891,VIRGINIA,STAUNTON CITY,985.93,"7,628.69"
49892,VIRGINIA,SUFFOLK CITY,"1,089.65","7,628.69"
49900,VIRGINIA,SURRY,"1,089.65","7,628.69"
49910,VIRGINIA,SUSSEX,"1,089.65","7,628.69"
49920,VIRGINIA,TAZEWELL,985.93,"7,628.69"
49921,VIRGINIA,VIRGINIA BEACH CITY,"1,089.65","7,628.69"
49930,VIRGINIA,WARREN,"1,089.65","7,628.69"
49950,VIRGINIA,WASHINGTON,"1,089.65","7,628.69"
49951,VIRGINIA,WAYNESBORO CITY,985.93,"7,628.69"
49960,VIRGINIA,WESTMORELAND,985.93,"7,628.69"
49961,VIRGINIA,WILLIAMSBURG CITY,"1,089.65","7,628.69"
49962,VIRGINIA,WINCHESTER CITY,985.93,"7,628.69"
49970,VIRGINIA,WISE,974.66,"7,628.69"
49980,VIRGINIA,WYTHE,985.93,"7,628.69"
49981,VIRGINIA,YORK,"1,089.65","7,628.69"
50000,WASHINGTON,ADAMS,"1,053.30","7,865.15"
50010,WASHINGTON,ASOTIN,985.93,"7,865.15"
50020,WASHINGTON,BENTON,985.93,"7,865.15"
50030,WASHINGTON,CHELAN,947.88,"7,865.15"
50040,WASHINGTON,CLALLAM,985.93,"7,865.15"
50050,WASHINGTON,CLARK,"1,089.65","7,865.15"
50060,WASHINGTON,COLUMBIA,"1,145.47","7,865.15"
50070,WASHINGTON,COWLITZ,985.93,"7,865.15"
50080,WASHINGTON,DOUGLAS,909.24,"7,865.15"
50090,WASHINGTON,FERRY,"1,071.23","7,865.15"
50100,WASHINGTON,FRANKLIN,949.88,"7,865.15"
50110,WASHINGTON,GARFIELD,"1,424.51","7,865.15"
50120,WASHINGTON,GRANT,949.96,"7,865.15"
50130,WASHINGTON,GRAYS HARBOR,"1,009.40","7,865.15"
50140,WASHINGTON,ISLAND,"1,089.65","7,865.15"
50150,WASHINGTON,JEFFERSON,"1,039.22","7,865.15"
50160,WASHINGTON,KING,"1,089.65","7,865.15"
50170,WASHINGTON,KITSAP,"1,089.65","7,865.15"
50180,WASHINGTON,KITTITAS,"1,058.73","7,865.15"
50190,WASHINGTON,KLICKITAT,"1,235.32","7,865.15"
50200,WASHINGTON,LEWIS,985.93,"7,865.15"
50210,WASHINGTON,LINCOLN,"1,344.52","7,865.15"
50220,WASHINGTON,MASON,"1,013.31","7,865.15"
50230,WASHINGTON,OKANOGAN,994.51,"7,865.15"
50240,WASHINGTON,PACIFIC,"1,176.85","7,865.15"
50250,WASHINGTON,PEND OREILLE,952.06,"7,865.15"
50260,WASHINGTON,PIERCE,"1,089.65","7,865.15"
50270,WASHINGTON,SAN JUAN,"1,066.66","7,865.15"
50280,WASHINGTON,SKAGIT,"1,035.07","7,865.15"
50290,WASHINGTON,SKAMANIA,"1,189.87","7,865.15"
50300,WASHINGTON,SNOHOMISH,"1,089.65","7,865.15"
50310,WASHINGTON,SPOKANE,"1,089.65","7,865.15"
50320,WASHINGTON,STEVENS,987.80,"7,865.15"
50330,WASHINGTON,THURSTON,"1,089.65","7,865.15"
50340,WASHINGTON,WAHKIAKUM,"1,046.86","7,865.15"
50350,WASHINGTON,WALLA WALLA,985.93,"7,865.15"
50360,WASHINGTON,WHATCOM,985.93,"7,865.15"
50370,WASHINGTON,WHITMAN,"1,170.20","7,865.15"
50380,WASHINGTON,YAKIMA,985.93,"7,865.15"
51000,WEST VIRGINIA,BARBOUR,939.78,"8,021.67"
51010,WEST VIRGINIA,BERKELEY,"1,089.65","8,021.67"
51020,WEST VIRGINIA,BOONE,"1,089.65","8,021.67"
51030,WEST VIRGINIA,BRAXTON,985.93,"8,021.67"
51040,WEST VIRGINIA,BROOKE,"1,059.08","8,021.67"
51050,WEST VIRGINIA,CABELL,"1,089.65","8,021.67"
51060,WEST VIRGINIA,CALHOUN,"1,007.20","8,021.67"
51070,WEST VIRGINIA,CLAY,"1,089.65","8,021.67"
51080,WEST VIRGINIA,DODDRIDGE,"1,130.44","8,021.67"
51090,WEST VIRGINIA,FAYETTE,"1,092.32","8,021.67"
51100,WEST VIRGINIA,GILMER,985.93,"8,021.67"
51110,WEST VIRGINIA,GRANT,985.93,"8,021.67"
51120,WEST VIRGINIA,GREENBRIER,985.93,"8,021.67"
51130,WEST VIRGINIA,HAMPSHIRE,985.93,"8,021.67"
51140,WEST VIRGINIA,HANCOCK,"1,066.01","8,021.67"
51150,WEST VIRGINIA,HARDY,985.93,"8,021.67"
51160,WEST VIRGINIA,HARRISON,985.93,"8,021.67"
51170,WEST VIRGINIA,JACKSON,985.93,"8,021.67"
51180,WEST VIRGINIA,JEFFERSON,"1,089.65","8,021.67"
51190,WEST VIRGINIA,KANAWHA,"1,089.65","8,021.67"
51200,WEST VIRGINIA,LEWIS,985.93,"8,021.67"
51210,WEST VIRGINIA,LINCOLN,"1,089.65","8,021.67"
51220,WEST VIRGINIA,LOGAN,"1,151.22","8,021.67"
51230,WEST VIRGINIA,MCDOWELL,995.51,"8,021.67"
51240,WEST VIRGINIA,MARION,985.93,"8,021.67"
51250,WEST VIRGINIA,MARSHALL,"1,024.70","8,021.67"
51260,WEST VIRGINIA,MASON,985.93,"8,021.67"
51270,WEST VIRGINIA,MERCER,985.93,"8,021.67"
51280,WEST VIRGINIA,MINERAL,"1,119.42","8,021.67"
51290,WEST VIRGINIA,MINGO,"1,065.17","8,021.67"
51300,WEST VIRGINIA,MONONGALIA,937.20,"8,021.67"
51310,WEST VIRGINIA,MONROE,985.93,"8,021.67"
51320,WEST VIRGINIA,MORGAN,"1,012.35","8,021.67"
51330,WEST VIRGINIA,NICHOLAS,985.93,"8,021.67"
51340,WEST VIRGINIA,OHIO,"1,057.92","8,021.67"
51350,WEST VIRGINIA,PENDLETON,985.93,"8,021.67"
51360,WEST VIRGINIA,PLEASANTS,985.93,"8,021.67"
51370,WEST VIRGINIA,POCAHONTAS,"1,056.39","8,021.67"
51380,WEST VIRGINIA,PRESTON,975.68,"8,021.67"
51390,WEST VIRGINIA,PUTNAM,"1,089.65","8,021.67"
51400,WEST VIRGINIA,RALEIGH,"1,013.47","8,021.67"
51410,WEST VIRGINIA,RANDOLPH,985.93,"8,021.67"
51420,WEST VIRGINIA,RITCHIE,985.93,"8,021.67"
51430,WEST VIRGINIA,ROANE,985.93,"8,021.67"
51440,WEST VIRGINIA,SUMMERS,985.93,"8,021.67"
51450,WEST VIRGINIA,TAYLOR,"1,081.41","8,021.67"
51460,WEST VIRGINIA,TUCKER,985.93,"8,021.67"
51470,WEST VIRGINIA,TYLER,995.81,"8,021.67"
51480,WEST VIRGINIA,UPSHUR,985.93,"8,021.67"
51490,WEST VIRGINIA,WAYNE,"1,089.65","8,021.67"
51500,WEST VIRGINIA,WEBSTER,985.93,"8,021.67"
51510,WEST VIRGINIA,WETZEL,985.93,"8,021.67"
51520,WEST VIRGINIA,WIRT,985.93,"8,021.67"
51530,WEST VIRGINIA,WOOD,985.93,"8,021.67"
51540,WEST VIRGINIA,WYOMING,957.13,"8,021.67"
52000,WISCONSIN,ADAMS,937.48,"7,491.23"
52010,WISCONSIN,ASHLAND,985.93,"7,491.23"
52020,WISCONSIN,BARRON,985.93,"7,491.23"
52030,WISCONSIN,BAYFIELD,985.93,"7,491.23"
52040,WISCONSIN,BROWN,"1,089.65","7,491.23"
52050,WISCONSIN,BUFFALO,985.93,"7,491.23"
52060,WISCONSIN,BURNETT,995.40,"7,491.23"
52070,WISCONSIN,CALUMET,"1,089.65","7,491.23"
52080,WISCONSIN,CHIPPEWA,985.93,"7,491.23"
52090,WISCONSIN,CLARK,985.93,"7,491.23"
52100,WISCONSIN,COLUMBIA,"1,089.65","7,491.23"
52110,WISCONSIN,CRAWFORD,"1,081.45","7,491.23"
52120,WISCONSIN,DANE,"1,089.65","7,491.23"
52130,WISCONSIN,DODGE,985.93,"7,491.23"
52140,WISCONSIN,DOOR,950.84,"7,491.23"
52150,WISCONSIN,DOUGLAS,"1,089.65","7,491.23"
52160,WISCONSIN,DUNN,"1,022.03","7,491.23"
52170,WISCONSIN,EAU CLAIRE,985.93,"7,491.23"
52180,WISCONSIN,FLORENCE,985.93,"7,491.23"
52190,WISCONSIN,FOND DU LAC,985.93,"7,491.23"
52200,WISCONSIN,FOREST,985.93,"7,491.23"
52210,WISCONSIN,GRANT,985.93,"7,491.23"
52220,WISCONSIN,GREEN,985.93,"7,491.23"
52230,WISCONSIN,GREEN LAKE,985.93,"7,491.23"
52240,WISCONSIN,IOWA,"1,089.65","7,491.23"
52250,WISCONSIN,IRON,985.93,"7,491.23"
52260,WISCONSIN,JACKSON,994.74,"7,491.23"
52270,WISCONSIN,JEFFERSON,985.93,"7,491.23"
52280,WISCONSIN,JUNEAU,985.93,"7,491.23"
52290,WISCONSIN,KENOSHA,"1,089.65","7,491.23"
52300,WISCONSIN,KEWAUNEE,"1,089.65","7,491.23"
52310,WISCONSIN,LA CROSSE,985.93,"7,491.23"
52320,WISCONSIN,LAFAYETTE,"1,063.94","7,491.23"
52330,WISCONSIN,LANGLADE,985.93,"7,491.23"
52340,WISCONSIN,LINCOLN,985.93,"7,491.23"
52350,WISCONSIN,MANITOWOC,985.93,"7,491.23"
52360,WISCONSIN,MARATHON,985.93,"7,491.23"
52370,WISCONSIN,MARINETTE,985.93,"7,491.23"
52380,WISCONSIN,MARQUETTE,985.93,"7,491.23"
52381,WISCONSIN,MENOMINEE,985.93,"7,491.23"
52390,WISCONSIN,MILWAUKEE,"1,089.65","7,491.23"
52400,WISCONSIN,MONROE,985.93,"7,491.23"
52410,WISCONSIN,OCONTO,"1,089.65","7,491.23"
52420,WISCONSIN,ONEIDA,985.93,"7,491.23"
52430,WISCONSIN,OUTAGAMIE,"1,089.65","7,491.23"
52440,WISCONSIN,OZAUKEE,"1,089.65","7,491.23"
52450,WISCONSIN,PEPIN,"1,115.54","7,491.23"
52460,WISCONSIN,PIERCE,"1,089.65","7,491.23"
52470,WISCONSIN,POLK,"1,103.07","7,491.23"
52480,WISCONSIN,PORTAGE,985.93,"7,491.23"
52490,WISCONSIN,PRICE,985.93,"7,491.23"
52500,WISCONSIN,RACINE,"1,089.65","7,491.23"
52510,WISCONSIN,RICHLAND,985.93,"7,491.23"
52520,WISCONSIN,ROCK,985.93,"7,491.23"
52530,WISCONSIN,RUSK,990.32,"7,491.23"
52540,WISCONSIN,ST. CROIX,"1,089.65","7,491.23"
52550,WISCONSIN,SAUK,985.93,"7,491.23"
52560,WISCONSIN,SAWYER,985.93,"7,491.23"
52570,WISCONSIN,SHAWANO,985.93,"7,491.23"
52580,WISCONSIN,SHEBOYGAN,985.93,"7,491.23"
52590,WISCONSIN,TAYLOR,985.93,"7,491.23"
52600,WISCONSIN,TREMPEALEAU,985.93,"7,491.23"
52610,WISCONSIN,VERNON,985.93,"7,491.23"
52620,WISCONSIN,VILAS,985.93,"7,491.23"
52630,WISCONSIN,WALWORTH,985.93,"7,491.23"
52640,WISCONSIN,WASHBURN,985.93,"7,491.23"
52650,WISCONSIN,WASHINGTON,"1,089.65","7,491.23"
52660,WISCONSIN,WAUKESHA,"1,089.65","7,491.23"
52670,WISCONSIN,WAUPACA,985.93,"7,491.23"
52680,WISCONSIN,WAUSHARA,985.93,"7,491.23"
52690,WISCONSIN,WINNEBAGO,"1,089.65","7,491.23"
52700,WISCONSIN,WOOD,985.93,"7,491.23"
53000,WYOMING,ALBANY,"1,135.72","7,601.53"
53010,WYOMING,BIG HORN,"1,091.95","7,601.53"
53020,WYOMING,CAMPBELL,"1,132.09","7,601.53"
53030,WYOMING,CARBON,"1,369.87","7,601.53"
